0 	5.44146e-07
0.01 	5.44199e-07
0.02 	5.44053e-07
0.03 	5.43437e-07
0.04 	5.44311e-07
0.05 	5.46891e-07
0.06 	5.44004e-07
0.07 	5.44243e-07
0.08 	5.6608e-07
0.09 	5.22732e-07
0.1 	3.31531e-07
0.11 	4.06078e-07
0.12 	1.01207e-06
0.13 	1.78654e-07
0.14 	-3.54263e-06
0.15 	-1.54797e-06
0.16 	1.70702e-05
0.17 	2.2333e-05
0.18 	-5.85789e-05
0.19 	-0.000178418
0.2 	1.54067e-05
0.21 	0.000838769
0.22 	0.00146302
0.23 	-0.000724942
0.24 	-0.00789622
0.25 	-0.0159616
0.26 	-0.00900533
0.27 	0.0390741
0.28 	0.152163
0.29 	0.334408
0.3 	0.56037
0.31 	0.782744
0.32 	0.955054
0.33 	1.0543
0.34 	1.08733
0.35 	1.07654
0.36 	1.03703
0.37 	0.963856
0.38 	0.839946
0.39 	0.657634
0.4 	0.435457
0.41 	0.215744
0.42 	0.0443015
0.43 	-0.052739
0.44 	-0.0790511
0.45 	-0.0605509
0.46 	-0.0281288
0.47 	-0.00301921
0.48 	0.0079143
0.49 	0.00830194
0.5 	0.00290685
0.51 	0.000738964
0.52 	-0.000107662
0.53 	-0.000290342
0.54 	-0.000231706
0.55 	-0.000132805
0.56 	-6.0356e-05
0.57 	-2.11794e-05
0.58 	-4.44177e-06
0.59 	8.89159e-07
0.6 	1.67874e-06
0.61 	1.19372e-06
0.62 	6.31697e-07
0.63 	2.73841e-07
0.64 	9.72846e-08
0.65 	2.56882e-08
0.66 	2.40068e-09
0.67 	-2.67857e-09
0.68 	-2.45507e-09
0.69 	-1.40432e-09
0.7 	-6.48117e-10
0.71 	-2.55548e-10
0.72 	-8.63303e-11
0.73 	-2.3798e-11
0.74 	-4.2885e-12
0.75 	3.9713e-13
0.76 	8.87065e-13
0.77 	5.64442e-13
0.78 	2.70513e-13
0.79 	1.10801e-13
0.8 	4.02915e-14
0.81 	1.31155e-14
0.82 	3.76927e-15
0.83 	9.0719e-16
0.84 	1.49369e-16
0.85 	-7.52601e-18
0.86 	-2.15313e-17
0.87 	-1.28017e-17
0.88 	-5.71909e-18
0.89 	-2.21038e-18
0.9 	-7.73649e-19
0.91 	-2.49861e-19
0.92 	-7.49612e-20
0.93 	-2.08562e-20
0.94 	-5.32041e-21
0.95 	-1.20797e-21
0.96 	-2.24793e-22
0.97 	-2.35592e-23
0.98 	5.76135e-24
0.99 	5.18288e-24
1 	5.18288e-24
